"Case Number","Case Record Type","Case Type","Implementer","Account Name","Subject","Release Target","Complexity Cause (SE)","Release Actual","Case Last Modified Date","Cluster","Status","Time Estimate","Time Spent - Communication","Time Spent - Engineering"
"00130486","Strategic  Integration","Other","Anton Starykov","Bazaarvoice UK","TotalHockey: migrate to 5.3","5.5.0","","","4/26/2012","C4","Closed","4.00","0.000","7.500"
"00130485","Strategic  Integration","Other","Anton Starykov","Bazaarvoice UK","RossSimonsInc: migrate to 5.3","5.4.0","","","4/16/2012","C4","Closed","4.00","0.000","5.000"
"00130484","Strategic  Integration","Other","Anton Starykov","Bazaarvoice UK","AlternativeApparel: migrate to 5.3","5.5.1","","","5/4/2012","C4","Closed","4.00","0.000","8.000"
"00130391","Strategic  Integration","PIE","Anton Starykov","Jarden Corporation","Implement PIE for MyOster.com","5.5.1","","","5/4/2012","C1","Closed","6.00","2.250","14.000"
"00130356","Strategic  Integration","Other","Anton Starykov","Amer Sports Corporation","SCI for Suunto","5.3.1","","","3/30/2012","","Closed","1.50","0.000","2.000"
"00129855","Strategic  Integration","Other","Anton Starykov","Bazaarvoice UK","Whirlpoolwaterheaters: migrate to 5.1","5.3.0","","","3/30/2012","C4","Closed","4.00","0.000","3.000"
"00129728","Strategic  Integration","Other","Anton Starykov","Bazaarvoice UK","Social Insights for Aldo","5.3.0","","","3/22/2012","C4","Closed","4.00","0.000","3.000"
"00129600","Strategic  Integration","Other","Anton Starykov","Bazaarvoice UK","Social Insights Setup for whirlpoolwaterheaters.com","5.3.0","","","3/22/2012","C4","Closed","2.00","0.000","2.000"
"00128993","Strategic  Integration","Other","Anton Starykov","Bazaarvoice UK","BareEscentuals: migrate to 5.1","5.2.1","","","3/22/2012","C4","Closed","6.00","0.000","6.000"
"00128668","Strategic  Integration","Other","Anton Starykov","Bazaarvoice UK","Dressbarn: migrate to 5.1","5.2.1","","","3/22/2012","C4","Closed","1.00","0.000","3.000"
"00128671","Strategic  Integration","Other","Anton Starykov","Bazaarvoice UK","Cleo: migrate to 5.1","5.2.1","","","3/22/2012","C4","Closed","1.00","0.000","5.000"
"00127974","Strategic  Integration","Other","Anton Starykov","Ann Inc.","Ann Taylor/LOFT SCI","5.1.7","","","3/9/2012","","Closed","2.00","1.000","3.000"
"00127694","Strategic  Integration","Other","Anton Starykov","Bazaarvoice UK","CalvinKlein: migrate to 5.1","5.2.1","","","3/22/2012","C4","Closed","2.00","0.000","4.500"
"00127616","Strategic  Integration","Other","Anton Starykov","Bazaarvoice UK","AllenEdmonds: migrate to 5.1","5.1.6","","","3/9/2012","C4","Closed","4.00","0.000","4.000"
"00127620","Strategic  Integration","Other","Anton Starykov","Bazaarvoice UK","TicketCity: migrate to 5.1","5.1.6","","","3/9/2012","C4","Closed","4.00","0.000","4.000"
"00127071","Strategic  Integration","Other","Anton Starykov","Bazaarvoice UK","Rockport: migrate to 5.1","5.1.5","","","3/4/2012","C4","Closed","4.00","0.000","4.000"
"00127072","Strategic  Integration","Other","Anton Starykov","Bazaarvoice UK","TinyPrints: migrate to 5.1","5.1.5","","","3/4/2012","C4","Closed","4.00","0.000","4.000"
"00126806","Support Team","","Anton Starykov","Bare Escentuals, Inc.","Missing social elements on reviews","5.3.0","Feature Request/ Disable (Design Required)","5.3.0","3/23/2012","C1","Closed","3.00","1.750","2.500"
"00126590","Strategic  Integration","Other","Anton Starykov","Bazaarvoice UK","FTL errors - footsmart","5.1.5","","","3/4/2012","C4","Closed","1.50","0.000","2.000"
"00126514","Support Team","","Anton Starykov","Samsung Electronics America, Inc.","Unable to upload images","5.1.5","Feature Request/ Disable (No-Design)","5.1.5","3/4/2012","C4","Closed","1.50","0.000","2.000"
"00126338","Strategic  Integration","Other","Anton Starykov","Bazaarvoice UK","BlueNile: migrate to 5.1","5.1.4","","","3/4/2012","C4","Closed","4.00","0.000","4.000"
"00125890","Support Team","","Anton Starykov","Best Buy","Best Buy: Creation of New A&A Button","5.1.6","Feature Request/ Disable (No-Design)","","3/8/2012","C3","AutoClosed - No Client Response","2.00","1.000","2.000"
"00125864","Support Team","","Anton Starykov","Duracell (P&G)","Enable SCI for Duracell US","5.1.3","SCI","5.1.3","3/4/2012","C1","Closed","2.00","0.000","2.000"
"00125848","Support Team","","Anton Starykov","Group Publishing","Group - SCI Request","5.1.3","SCI","5.1.3","3/4/2012","C4","Closed","2.00","0.000","2.000"
"00125817","Support Team","","Anton Starykov","TRIA Beauty","SCI Tria","5.1.3","SCI","5.1.3","3/4/2012","C4","Closed","2.00","0.000","1.000"
"00125529","Strategic  Integration","UI Migration","Anton Starykov","Clarins Groupe USA Inc","upgrade ui version to 5.1","5.1.3","","","3/4/2012","C5","Closed","5.00","0.000","5.000"
"00125375","Support Team","Routine Request","Anton Starykov","Bazaarvoice UK","WSJWine - Change of GA details","5.1.3","SCI","5.1.3","3/4/2012","C4","Closed","2.00","0.000","2.000"
"00125254","Support Team","","Anton Starykov","Lifetime Brands, Inc.","Mikasa SCI set up","5.1.3","SCI","5.1.3","3/4/2012","","Closed","3.00","0.000","2.000"
"00125015","Strategic  Integration","Other","Anton Starykov","Bazaarvoice UK","ZumbaFitness : migrate to 5.1","5.1.2","","","3/4/2012","C4","Closed","4.00","0.000","4.000"
"00124774","Strategic  Integration","UI Migration","Anton Starykov","Bazaarvoice UK","Lending Tree Migrate to latest","5.1.2","","","3/4/2012","C4","Closed","4.00","","4.000"
"00124232","Support Team","","Anton Starykov","Infiniti (Nissan)","Infiniti - Redesign","5.2.1","Feature Request/ Disable (Design Required)","","3/29/2012","","AutoClosed - No Client Response","2.00","0.500","10.000"
"00123992","Strategic  Integration","PIE","Anton Starykov","Gina Tricot","PIE implementation","5.1.2","","","3/6/2012","C5","Closed","2.00","0.250","2.000"
"00123536","Support Team","","Anton Starykov","baumarkt direkt GmbH","PIE Tracking","5.1.3","Social Alerts","5.1.3","3/4/2012","","Closed","2.00","4.500","3.500"
"00123172","Strategic  Integration","Other","Anton Starykov","Bazaarvoice UK","Customer Investigation","5.0.13","","","3/4/2012","C4","Closed","","0.000","21.000"
"00122552","Strategic  Integration","Other","Anton Starykov","Bazaarvoice UK","Petco: migrate to 5.0","5.1.0","","","3/4/2012","C4","Closed","0.00","0.000","7.500"
"00122524","Strategic  Integration","Other","Anton Starykov","Bazaarvoice UK","ITGC-SV_SE: migrate to 5.0","5.0.12","","","3/4/2012","C4","Closed","0.00","0.000","5.000"
"00122523","Strategic  Integration","Other","Anton Starykov","Bazaarvoice UK","ITGCHungary: migrate to 5.0","5.0.12","","","3/4/2012","C4","Closed","0.00","0.000","4.000"
"00122044","Strategic  Integration","Other","Anton Starykov","Bazaarvoice UK","Enviedeplus: migrate to 5.0 defaultui","5.0.10","","","3/4/2012","C4","Closed","3.00","0.000","3.000"
"00122041","Support Team","","Anton Starykov","CardsDirect LLC","CardsDirect LLC: migrate to 5.0","5.0.11","Feature Request/ Disable (No-Design)","5.0.11","3/4/2012","C1","Closed","4.00","0.000","4.000"
"00121969","Support Team","","Anton Starykov","RioGrande.com","Migration 4.9 -> 5.0","5.0.10","Feature Request/ Disable (No-Design)","5.0.10","3/4/2012","","Closed","4.00","0.000","4.000"
"00121687","Strategic  Integration","Other","Anton Starykov","Bazaarvoice UK","Petco: fix ftl errors.","5.0.10","","","3/4/2012","C4","Closed","0.00","0.000","3.000"
"00121475","Support Team","","Anton Starykov","Procter & Gamble ITGC (P&G WE)","New ratings ID for enviedeplus.com","5.0.9","Feature Request/ Disable (No-Design)","5.0.9","3/4/2012","C5","Closed","2.00","0.250","2.000"
"00121408","Support Team","","Anton Starykov","Bazaarvoice UK","darty: migrate to 5.0 defaultui","5.0.9","Feature Request/ Disable (No-Design)","5.0.9","3/4/2012","C4","Closed","4.00","0.000","4.000"
"00121264","Strategic  Integration","PIE","Anton Starykov","Canadian Tire Corporation, Limited","PIE for Mark's Work Wearhouse (Canadian Tire)","5.0.9","","","4/18/2012","C1","With Client","5.00","0.000","5.000"
"00120912","Support Team","","Anton Starykov","Travelocity","social alerts:  rejected review","5.1.3","Social Alerts","","3/4/2012","C2","Closed","1.00","2.250","8.500"
"00120815","Support Team","","Anton Starykov","Best Buy","Add the logo to the nickname ActiontecCustomerCare","5.0.9","Feature Request/ Disable (Design Required)","5.0.9","3/4/2012","C3","Closed","1.50","0.250","2.000"
"00120723","Support Team","","Anton Starykov","Cabela's Incorporated","Please enable photo/hosted video in staging","5.1.4","Feature Request/ Disable (Design Required)","","5/1/2012","C4","Closed","1.00","1.750","9.000"
"00119855","Support Team","","Anton Starykov","Generac","Broken Functionality","5.5.1","Integration Fix","5.5.1","5/3/2012","","Closed","1.00","2.750","21.000"
"00113835","Support Team","","Anton Starykov","Cyberport GmbH","Links in average view of rating","5.0.10","Feature Request/ Disable (Design Required)","5.0.10","3/4/2012","C5","Closed","1.00","3.500","6.500"
"00110226","Support Team","","Anton Starykov","Alberto-Culver Company","Re: Staging Reviews Showing up in google","5.1.5","Feature Request/ Disable (No-Design)","4.8.5","3/4/2012","","Closed","1.00","2.000","6.000"
"00108154","Support Team","","Anton Starykov","Cyberport GmbH","Collection of pending answers for users","5.4.1","Social Alerts","5.4.1","4/11/2012","C5","Closed","1.00","3.250","19.500"
"00132641","Strategic  Integration","UI Migration","Dmytro Gunko","Bazaarvoice UK","INTERNAL msc: migrate to 5.3 defaultui","5.5.1","","","4/27/2012","C4","New","4.00","0.500","3.500"
"00132553","Strategic  Integration","UI Migration","Dmytro Gunko","Bazaarvoice UK","INTERNAL americaneagle : migrate to 5.3 defaultui","5.5.0","","","4/25/2012","C4","New","4.00","0.000","3.000"
"00132390","Strategic  Integration","UI Migration","Dmytro Gunko","Bazaarvoice UK","INTERNAL dyson-uk : migrate to 5.3 defaultui","5.5.0","","","4/26/2012","C4","Closed","5.00","0.000","6.500"
"00132294","Strategic  Integration","UI Migration","Dmytro Gunko","Bazaarvoice UK","INTERNAL infiniti : migrate to 5.3 defaultui","4.5.0","","","4/23/2012","C4","Closed","3.50","0.000","5.250"
"00131782","Strategic  Integration","UI Migration","Dmytro Gunko","Bazaarvoice UK","INTERNAL jbl  : migrate to 5.3 defaultui","5.4.1","","","4/12/2012","C4","Closed","3.50","0.000","4.000"
"00131710","Strategic  Integration","UI Migration","Dmytro Gunko","Bazaarvoice UK","INTERNAL bodyshop-usa  : migrate to 5.3 defaultui","5.4.1","","","4/12/2012","C4","Closed","3.50","0.000","4.250"
"00131709","Support Team","","Dmytro Gunko","Bazaarvoice UK","Nestle Purina SCI request","5.5.0","SCI","","4/23/2012","C4","In Progress","6.00","1.000","3.250"
"00131692","Support Team","","Dmytro Gunko","Bazaarvoice UK","Enable SCI","5.5.0","SCI","","4/17/2012","C4","Closed","3.00","0.000","2.750"
"00131499","Strategic  Integration","UI Migration","Dmytro Gunko","Bazaarvoice UK","INTERNAL centralpoint-nl_nl : migrate to 5.3 defaultui","5.4.0","","","4/10/2012","C4","Closed","4.00","0.000","3.750"
"00131278","Support Team","","Dmytro Gunko","Husqvarna NA, Inc.","BV microsite still appearing in Husqvarna organic search results","5.4.1","Microsite Changes","","4/27/2012","C1","Closed","1.00","1.500","4.000"
"00131141","Strategic  Integration","UI Migration","Dmytro Gunko","Bazaarvoice UK","INTERNAL mattel: migrate to 5.3 defaultui","5.4.1","","","4/11/2012","C4","Closed","3.00","0.000","4.250"
"00131087","Support Team","","Dmytro Gunko","Energizer Holdings, Inc.","syndication updates","5.4.0","Invalid","","4/9/2012","","Closed","1.00","1.000","2.500"
"00130235","Strategic  Integration","UI Migration","Dmytro Gunko","Bazaarvoice UK","INTERNAL thelimited: migrate to 5.1 defaultui","5.3.0","","","3/29/2012","C4","Closed","3.00","0.000","3.000"
"00130030","Strategic  Integration","UI Migration","Dmytro Gunko","Bazaarvoice UK","INTERNAL fisherprice: migrate to 5.1 defaultui","5.3.0","","","3/29/2012","C4","Closed","3.00","0.500","4.000"
"00129827","Strategic  Integration","Other","Dmytro Gunko","Bazaarvoice UK","Group - SCI Request","5.3.0","","","3/21/2012","C4","Closed","1.00","0.250","1.000"
"00129739","Strategic  Integration","UI Migration","Dmytro Gunko","Bazaarvoice UK","INTERNAL leejeans: migrate to 5.1 defaultui","5.3.0","","","3/23/2012","C4","Closed","3.00","0.000","3.000"
"00129523","Support Team","","Dmytro Gunko","ECI","ECI / Cosmox","5.3.0","Invalid","5.2.1","3/22/2012","","Closed","5.50","1.500","6.500"
"00129517","Strategic  Integration","UI Migration","Dmytro Gunko","Bazaarvoice UK","tide, tide-es: migrate to 5.1 defaultui","5.3.0","","","3/29/2012","C4","Closed","3.50","0.000","4.500"
"00129515","Support Team","","Dmytro Gunko","Bazaarvoice UK","coffeeforless: migrate to 5.1 defaultui","5.3.0","Invalid","5.2.1","3/20/2012","C4","Closed","3.00","","2.500"
"00129378","Support Team","","Dmytro Gunko","Bazaarvoice UK","Officeworks: migrate to 5.1 defaultui","5.2.1","Data Migrations","","3/16/2012","C4","Closed","3.00","","4.500"
"00129376","Support Team","","Dmytro Gunko","Bazaarvoice UK","championusa : migrate to 5.1 defaultui","5.2.1","Data Migrations","","3/15/2012","C4","Closed","3.00","","3.500"
"00127450","Strategic  Integration","UI Migration","Dmytro Gunko","Bazaarvoice UK","orientaltrading: migrate to 5.1 defaultui","","","","3/4/2012","C4","Closed","3.00","0.000","3.000"
"00127227","Support Team","","Dmytro Gunko","LEGO","LEGO Drop-Down in Client Portal for All Sites","","Invalid","","3/6/2012","C1","AutoClosed - No Client Response","2.00","0.750","1.500"
"00127180","Strategic  Integration","UI Migration","Dmytro Gunko","Bazaarvoice UK","mitsubishi: migrate to 5.1 defaultui","","","","3/4/2012","C4","Closed","3.00","0.000","4.500"
"00127088","Support Team","PIE","Dmytro Gunko","totes>>Isotoner Corporation","Editing 3 Emails","5.1.6","Social Alerts","","3/13/2012","","Closed","1.50","2.000","16.000"
"00127063","Support Team","","Dmytro Gunko","Bazaarvoice UK","Thomas Pink - Enable SCI","5.1.6","SCI","","3/14/2012","C4","Closed","3.00","1.250","4.500"
"00126472","Support Team","","Dmytro Gunko","Native Remedies","Native Remedies - Implement SCI","5.1.5","SCI","5.1.5","3/4/2012","","Closed","3.00","0.250","2.500"
"00126186","Support Team","","Dmytro Gunko","The Rockport Company LLC","SCI Request","5.1.5","SCI","5.1.5","3/4/2012","C2","Closed","3.00","0.000","3.000"
"00125939","Support Team","","Dmytro Gunko","Mitsubishi Digital Electronics America","SCI Request for Mitsubishi","5.1.4","SCI","","3/4/2012","C2","Closed","2.00","0.500","2.500"
"00125924","Support Team","","Dmytro Gunko","Reckitt Benckiser (UK)","SCI Implementation","5.1.4","SCI","","3/4/2012","C5","Closed","2.00","1.500","2.000"
"00125706","Support Team","","Dmytro Gunko","Expedia","SE Review Form There are inconsistent translations of ""review"" in Swedish.","","Minor UI Change","","3/4/2012","C2","Closed","1.50","1.250","3.000"
"00125653","Strategic  Integration","UI Migration","Dmytro Gunko","Hanes Brands Inc.","update to the latest ui version","5.1.4","","","3/4/2012","C1","Closed","3.00","0.500","3.000"
"00125576","Strategic  Integration","UI Migration","Dmytro Gunko","Bazaarvoice UK","matrixdirect: migrate to 5.1 defaultui","","","","3/4/2012","C4","Closed","3.00","0.500","4.000"
"00125559","Support Team","","Dmytro Gunko","Matrix Direct Insurance Services","Enable SCI","5.1.3","SCI","","3/4/2012","C1","Closed","3.00","0.750","2.500"
"00125523","Support Team","","Dmytro Gunko","The Land of Nod","Post to Facebook Option","5.1.5","Minor UI Change","5.1.4","3/4/2012","C1","Closed","","1.000","1.500"
"00125428","Support Team","","Dmytro Gunko","Cabela's Incorporated","RLP messed up","5.1.4","Minor UI Change","5.1.4","3/4/2012","C4","Closed","0.20","1.000","1.000"
"00125295","Support Team","","Dmytro Gunko","Vitacost.com","Updating the Vitacost Website","5.1.3","Minor UI Change","5.1.4","3/4/2012","C1","Closed","3.00","1.500","1.000"
"00125274","Support Team","","Dmytro Gunko","Apparel Group","Enable SCI for http://www.sportscraft.com.au","5.1.3","SCI","","3/4/2012","C5","Closed","2.50","0.000","3.000"
"00125242","Support Team","","Dmytro Gunko","Macys.com","Facebook like button flickering","5.1.5","Invalid","5.1.5","3/4/2012","C2","Closed","3.00","1.000","3.500"
"00124851","Support Team","","Dmytro Gunko","Best Buy","Product Family product image - any way to resize, use smaller image or eliminate?","5.1.4","Minor UI Change","","3/4/2012","C3","Closed","2.50","1.000","1.500"
"00124481","Support Team","","Dmytro Gunko","Lorex Corp","Lorex syndication strategy change","5.1.1","Feed Edit","5.1.1","3/4/2012","C4","Closed","0.50","0.500","0.750"
"00124413","Strategic  Integration","UI Migration","Dmytro Gunko","Bazaarvoice UK","legalzoom: migrate to 5.1 defaultui","5.1.2","","","3/4/2012","C4","Closed","3.00","0.000","4.500"
"00124369","Support Team","","Dmytro Gunko","LegalZoom.com, Inc.","""Review summary"" text change","5.1.1","Minor UI Change","5.1.1","3/4/2012","","Closed","1.00","0.500","0.750"
"00124219","Support Team","","Dmytro Gunko","The Home Depot","Product Families","5.6.0","Feature Request/ Disable (No-Design)","5.5.0","5/7/2012","C2","Closed","3.00","9.250","14.500"
"00124067","Support Team","","Dmytro Gunko","1800 Petmeds","Cancel Delivery of 1800 Petmeds Feed","5.1.1","Feed Edit","","3/4/2012","C4","Closed","0.50","0.000","1.000"
"00124052","Strategic  Integration","PIE","Dmytro Gunko","The Dress Barn, Inc.","Dressbarn - PIE","5.3.0","","","5/2/2012","C1","Closed","12.00","2.500","14.000"
"00123993","Support Team","","Dmytro Gunko","Big Fish Games","Questions Regarding Reviews in REMOD Status","5.1.1","Invalid","","3/4/2012","","Closed","1.00","0.500","0.500"
"00123963","Support Team","","Dmytro Gunko","Cisco Systems, Inc.","Remove the ""enter contest"" checkbox","5.1.1","Invalid","5.1.1","3/4/2012","C1","Closed","1.50","0.750","1.500"
"00123550","Support Team","","Dmytro Gunko","Under Armour, Inc.","Under Armour- Ask & Answer","5.1.0","Invalid","5.1.0","3/4/2012","C4","Closed","3.00","0.500","2.000"
"00123403","Strategic  Integration","Other","Dmytro Gunko","Bazaarvoice UK","Customer Investigation","5.0.13","","","3/4/2012","C4","Closed","24.00","0.000","23.000"
"00123158","Support Team","","Dmytro Gunko","Bazaarvoice UK","DaveRamsey: migrate to 5.0","5.0.13","Data Migrations","5.0.13","3/4/2012","C4","Closed","3.00","0.000","3.750"
"00123076","Strategic  Integration","Other","Dmytro Gunko","Bazaarvoice UK","VitaCost, Gonsi: migrate to 5.1 defaultui","","","","3/4/2012","C4","Closed","4.50","0.000","3.500"
"00123070","Strategic  Integration","Other","Dmytro Gunko","Bazaarvoice UK","Vitacost (PRR): Results of weekly release testing","","","","3/4/2012","C4","Closed","1.50","0.000","0.750"
"00123059","Strategic  Integration","Other","Dmytro Gunko","Bazaarvoice UK","Intuit (PRR): Results of major release testing on production","","","","3/4/2012","C4","Closed","1.00","0.000","1.000"
"00122957","Strategic  Integration","Other","Dmytro Gunko","Bazaarvoice UK","intuit: Migrate UI version 4.7 -> 5.0","","","","3/4/2012","C4","Closed","3.00","0.000","3.500"
"00122805","Strategic  Integration","Other","Dmytro Gunko","Bazaarvoice UK","Arcteryx Migrate UI version to 5.0","","","","3/4/2012","C4","Closed","3.00","0.000","5.000"
"00122655","Support Team","","Dmytro Gunko","Bazaarvoice UK","havertys: migrate to 5.0","5.0.12","Invalid","5.0.12","3/4/2012","C4","Closed","3.00","0.000","3.000"
"00122526","Strategic  Integration","Other","Dmytro Gunko","Bazaarvoice UK","llbean migrate to 5.0","","","","3/4/2012","C4","Closed","3.00","0.000","8.000"
"00122502","Strategic  Integration","Other","Dmytro Gunko","Bazaarvoice UK","Exito: migration to 5.0","","","","3/4/2012","C4","Closed","3.00","0.000","4.000"
"00122322","Strategic  Integration","Other","Dmytro Gunko","Bazaarvoice UK","Americangolf  mairation to 5.0","","","","3/4/2012","C4","Closed","3.00","0.000","3.500"
"00122321","Strategic  Integration","Other","Dmytro Gunko","Bazaarvoice UK","Americangolf (PRR, A&A): Active Tabs Issue from BVC-103685","","","","3/4/2012","C4","Closed","2.00","0.000","1.000"
"00121544","Strategic  Integration","Other","Dmytro Gunko","Bazaarvoice UK","Enable Hosted Authentication for remingtonproducts","5.0.10","","","3/4/2012","C4","Closed","8.00","1.000","15.500"
"00121491","Support Team","","Dmytro Gunko","Evans Cycles","phone number wrong","5.0.9","Text Change","","3/4/2012","C5","Closed","1.00","1.000","0.250"
"00118287","Strategic  Integration","PIE","Dmytro Gunko","The Golf Warehouse","Enable PIE for TGW","5.5.1","","","5/2/2012","","Closed","6.00","0.500","6.500"
"00117343","Strategic  Integration","PIE","Dmytro Gunko","Suomalainen","PIE implementation","5.4.1","","","5/7/2012","C5","In Progress","5.00","1.500","7.500"
"00115718","Strategic  Integration","PIE","Dmytro Gunko","In The Swim","PIE for Specialty Pool Products","5.3.0","","","5/7/2012","C1","Closed","2.00","2.750","23.000"
"00133892","Strategic  Integration","UI Migration","Igor Gubernat","Bazaarvoice UK","fidelity: migrate ui version 4.9 -> 5.1","","","","5/11/2012","C4","In Progress","","0.000","1.000"
"00133600","Strategic  Integration","Other","Igor Gubernat","Bazaarvoice UK","fidelity: sci reporting","5.6.0","","","5/11/2012","C4","Closed","","0.000","2.500"
"00133599","Strategic  Integration","UI Migration","Igor Gubernat","Bazaarvoice UK","BVC-121616 - LGElectronics-en: Migrate UI version to 5.1.x","5.6.0","","","5/8/2012","C4","Closed","","0.000","7.500"
"00133147","Support Team","","Igor Gubernat","Sam's Club","Add User Badges","5.6.1","Feature Request/ Disable (No-Design)","5.6.1","5/11/2012","C3","In Progress","","0.250","0.000"
"00132849","Strategic  Integration","UI Migration","Igor Gubernat","Bazaarvoice UK","emmabridgewater-en: migrate ui version 4.7 -> 5.3","5.5.2","","","5/3/2012","C4","Closed","","0.000","4.000"
"00132800","Strategic  Integration","Other","Igor Gubernat","Bazaarvoice UK","MySupermarket: UI migration to 5.3","5.6.0","","","5/4/2012","C4","Closed","","0.000","2.000"
"00132743","Support Team","","Igor Gubernat","bol.com","Tooltips","5.6.1","Minor UI Change","5.6.1","5/11/2012","C5","Ready for Release","1.50","2.000","7.500"
"00132747","Support Team","","Igor Gubernat","bol.com","Tooltip texts","5.6.1","Minor UI Change","5.6.1","5/11/2012","C5","Ready for Release","1.50","0.750","3.000"
"00132739","Support Team","","Igor Gubernat","My Supermarket Ltd","Add Pinterest","5.6.1","Feature Request/ Disable (No-Design)","5.6.1","5/10/2012","","Closed","1.50","1.000","0.750"
"00132625","Support Team","","Igor Gubernat","ProAdvisor (Intuit)","QuickBooks ProAdvisor Program Submission Form","5.6.1","Text Change","5.6.1","5/11/2012","C1","Ready for Release","","0.750","0.000"
"00132570","Strategic  Integration","Other","Igor Gubernat","Bazaarvoice UK","Icebreaker: TS issues","5.5.1","","","4/26/2012","C4","Closed","1.50","0.000","1.500"
"00132485","Strategic  Integration","UI Migration","Igor Gubernat","Bazaarvoice UK","sherwinwilliams: migrate ui version 4.7 -> 5.3","5.5.1","","","4/26/2012","C4","Closed","6.00","0.000","6.000"
"00132484","Strategic  Integration","UI Migration","Igor Gubernat","Bazaarvoice UK","famousfootwear: migrate ui version 5.0 -> 5.3","","","","4/24/2012","C4","Closed","3.00","1.000","3.000"
"00132478","Strategic  Integration","Other","Igor Gubernat","Bazaarvoice UK","canadiantire: TS issues","5.5.1","","","4/23/2012","C4","Closed","1.00","0.000","0.750"
"00132464","Strategic  Integration","Other","Igor Gubernat","Bazaarvoice UK","Wickes: Issues found during testing BVC-119758","5.5.1","","","4/23/2012","C4","Closed","1.25","0.000","1.250"
"00132079","Strategic  Integration","Other","Igor Gubernat","Bazaarvoice UK","Bodyshop-usa (R&R): Issues found during testing BVC-119508","5.5.1","","","4/26/2012","C4","Closed","1.50","0.000","1.500"
"00132078","Strategic  Integration","UI Migration","Igor Gubernat","Bazaarvoice UK","lowes: ui migration 4.8 -> 5.3","5.5.0","","","4/20/2012","C4","Closed","4.00","0.000","4.750"
"00132000","Strategic  Integration","Other","Igor Gubernat","The Sherwin-Williams Company","Sherwin-Williams: Smart SEO","5.6.1","","","5/11/2012","C4","Ready for Release","","1.750","0.500"
"00131909","Strategic  Integration","UI Migration","Igor Gubernat","Bazaarvoice UK","LondonDrugs: Migrate UI version to 5.3","5.4.2","","","4/13/2012","C4","Closed","4.00","0.000","4.000"
"00131887","Strategic  Integration","UI Migration","Igor Gubernat","Bazaarvoice UK","bluefly: Migrate UI version 4.7 -> 5.3","5.5.1","","","4/27/2012","C4","Closed","0.00","0.500","4.250"
"00131797","Strategic  Integration","Other","Igor Gubernat","Bazaarvoice UK","tektronix: update sender e-mail address","5.4.1","","","4/12/2012","C4","Closed","1.00","0.000","0.750"
"00131621","Strategic  Integration","Other","Igor Gubernat","Bazaarvoice UK","CCHGroup: Issues found during testing BVC-119794","5.4.1","","","4/12/2012","C4","Closed","1.00","0.000","1.000"
"00131619","Strategic  Integration","UI Migration","Igor Gubernat","Bazaarvoice UK","amexmytrueearnings: migrate ui version 4.8 -> 5.3","5.5.0","","","4/17/2012","C4","Closed","3.00","0.000","3.000"
"00131618","Strategic  Integration","Other","Igor Gubernat","Bazaarvoice UK","Always Autotag implementation request - reporting","5.4.1","","","4/11/2012","C4","Closed","2.00","0.000","2.000"
"00131623","Strategic  Integration","Other","Igor Gubernat","Bazaarvoice UK","chargriller: TS issues","5.4.1","","","4/12/2012","C4","Closed","1.00","0.000","1.250"
"00131617","Strategic  Integration","Other","Igor Gubernat","Bazaarvoice UK","Eukanuba Autotag implementation request - reporting","5.4.1","","","4/12/2012","C4","Closed","2.00","0.000","2.000"
"00131616","Strategic  Integration","Other","Igor Gubernat","Bazaarvoice UK","Otto: issues found during testing BVC-119668","5.4.1","","","4/11/2012","C4","Closed","1.50","0.000","1.500"
"00131122","Support Team","","Igor Gubernat","Dow Chemical Company","Dow: Please swap out the BrandAnswers badge for Lowes","5.6.1","Minor UI Change","5.6.1","5/11/2012","","Ready for Release","1.00","2.750","1.000"
"00131103","Strategic  Integration","Other","Igor Gubernat","Bazaarvoice UK","AMEXMyTrueEarnings: Button 'Submit' isn't displayed on Report as inappropriate pop-up","5.4.0","","","4/9/2012","C4","Closed","1.00","0.000","1.000"
"00131064","Support Team","","Igor Gubernat","Bazaarvoice UK","ubank: SCI implementation for reporting","5.4.0","SCI","5.4.0","4/5/2012","C4","Closed","","0.000","2.000"
"00131063","Strategic  Integration","UI Migration","Igor Gubernat","Bazaarvoice UK","undergear: migrate ui version 4.7 -> 5.3","5.4.0","","","4/6/2012","C4","Closed","4.00","0.000","4.000"
"00131061","Strategic  Integration","UI Migration","Igor Gubernat","Bazaarvoice UK","naturalizer: migrate ui version 5.0 -> 5.3","5.4.0","","","4/5/2012","C4","Closed","4.00","0.000","4.000"
"00131042","Support Team","","Igor Gubernat","RioGrande.com","Read your Comment Link Invalid","5.4.1","Social Alerts","5.4.1","4/23/2012","","Closed","1.00","1.000","1.250"
"00130892","Strategic  Integration","UI Migration","Igor Gubernat","Bazaarvoice UK","shoes: migrate ui version 4.9 -> 5.3","5.3.2","","","4/2/2012","C4","Closed","3.00","0.000","4.000"
"00130856","Support Team","","Igor Gubernat","Bazaarvoice UK","Saba/Sportscraft: migrate to 5.3","5.5.1","Invalid","5.5.1","4/24/2012","C4","Closed","","0.000","6.000"
"00130516","Strategic  Integration","Other","Igor Gubernat","Bazaarvoice UK","Dotti-au: Found while testing BVC-118577","5.4.0","","","4/9/2012","C4","Closed","1.00","0.000","0.750"
"00130514","Strategic  Integration","UI Migration","Igor Gubernat","Bazaarvoice UK","avery: migrate ui version 4.7 -> 5.3","5.3.1","","","3/30/2012","C4","Closed","4.00","0.000","4.000"
